,Unnamed: 0,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats,groupe
7475,7475,Volkswagen Ameo 1.2 MPI Comfortline,2016,400000,60000,Petrol,Individual,Manual,First Owner,17.0,1198,73.75,110Nm@ 3750rpm,5.0,2
7476,7476,Renault KWID RXT Optional,2018,390000,13120,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,2
7477,7477,Jeep Compass 2.0 Longitude BSIV,2017,1550000,87500,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,350Nm@ 1750-2500rpm,5.0,1
7478,7478,Hyundai Verna 1.6 SX CRDi (O),2014,600000,125000,Diesel,Individual,Manual,First Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5.0,1
7479,7479,Hyundai Elite i20 Asta Option CVT BSIV,2018,800000,25000,Petrol,Individual,Automatic,First Owner,17.4,1197,81.86,117nm@ 4000rpm,5.0,2
7480,7480,Maruti Ertiga ZDI,2013,600000,120000,Diesel,Individual,Manual,Third Owner,20.77,1248,88.8,200Nm@ 1750rpm,7.0,1
7481,7481,Hyundai Verna 1.6 VTVT SX,2015,795000,35000,Petrol,Individual,Manual,First Owner,17.01,1591,121.3,154.9Nm@ 4200rpm,5.0,2
7482,7482,Hyundai i20 Asta Option 1.4 CRDi,2016,735000,25000,Diesel,Individual,Manual,First Owner,22.54,1396,88.73,219.7Nm@ 1500-2750rpm,5.0,1
7483,7483,Skoda Octavia L and K 1.9 TDI MT,2005,250000,120000,Diesel,Individual,Manual,Third Owner,16.4,1896,90.0,"21.4@ 1,900(kgm@ rpm)",5.0,1
7484,7484,Renault KWID AMT,2018,400000,25000,Petrol,Individual,Automatic,First Owner,24.04,999,67.0,91Nm@ 4250rpm,5.0,2
7485,7485,Hyundai Accent CRDi,2005,130000,79000,Diesel,Individual,Manual,Second Owner,13.1,1493,82.0,187Nm@ 2500rpm,5.0,1
7486,7486,Renault Lodgy 85PS RxE,2015,600000,125000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,200Nm@ 1900rpm,8.0,1
7487,7487,Mahindra Xylo D2 BSIV,2014,395000,140000,Diesel,Individual,Manual,First Owner,14.0,2489,95.0,220Nm at 1400-2600 rpm,8.0,1
7488,7488,Hyundai i20 Active 1.4 SX,2016,720000,80000,Diesel,Individual,Manual,First Owner,21.19,1396,88.73,220Nm@ 1500-2750rpm,5.0,1
7489,7489,Honda City S,2011,450000,110000,Petrol,Individual,Manual,Third Owner,16.8,1497,116.4,146Nm@ 4800rpm,5.0,2
7490,7490,Ford Figo Aspire 1.2 Ti-VCT Titanium,2018,700000,25000,Petrol,Individual,Manual,First Owner,18.16,1196,86.8,112Nm@ 4000rpm,5.0,2
7491,7491,Honda Mobilio RS Option i DTEC,2015,1000000,46000,Diesel,Individual,Manual,First Owner,24.5,1498,98.6,200Nm@ 1750rpm,7.0,1
7492,7492,Hyundai Santro Magna,2020,500000,1000,Petrol,Individual,Manual,First Owner,20.3,1086,68.07,99.07Nm@ 4500rpm,5.0,2
7493,7493,Maruti 800 AC BSII,2007,125000,60000,Petrol,Individual,Manual,Second Owner,16.1,796,37.0,59Nm@ 2500rpm,4.0,2
7494,7494,Renault Lodgy 85PS RxZ,2015,690000,80000,Diesel,Individual,Manual,First Owner,21.04,1461,83.8,200Nm@ 1900rpm,8.0,1
7495,7495,Jeep Compass 2.0 Limited,2017,1550000,120000,Diesel,Individual,Manual,First Owner,17.1,1956,170.0,350Nm@ 1750-2500rpm,5.0,1
7496,7496,Tata Indica V2 1.2 GLE BSIII,2013,170000,110000,Petrol,Individual,Manual,Second Owner,15.3,1193,65.3,"10.2@ 2,600(kgm@ rpm)",5.0,2
7497,7497,Fiat Linea Emotion (Diesel),2010,275000,110000,Diesel,Individual,Manual,Third Owner,20.4,1248,91.7,209Nm@ 2000rpm,5.0,1
7498,7498,Toyota Innova 2.5 V Diesel 8-seater,2007,500000,200000,Diesel,Individual,Manual,Third Owner,12.8,2494,102.0,20.4@ 1400-3400(kgm@ rpm),8.0,1
7499,7499,Volkswagen Jetta 2.0L TDI Highline,2013,950000,80000,Diesel,Individual,Manual,Second Owner,19.33,1968,138.1,320Nm@ 1750-2500rpm,5.0,1
7500,7500,Maruti Swift Dzire ZDI,2019,802999,24000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0,1
7501,7501,Maruti Swift Dzire VDI,2013,470000,150000,Diesel,Individual,Manual,First Owner,23.4,1248,74.0,190Nm@ 2000rpm,5.0,1
7502,7502,Renault KWID RXT,2015,300000,60000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,2
7503,7503,Renault Duster 110PS Diesel RxL,2014,600000,116000,Diesel,Individual,Manual,First Owner,19.01,1461,108.45,248Nm@ 2250rpm,5.0,1
7504,7504,Ford Figo Diesel Celebration Edition,2013,275000,104300,Diesel,Individual,Manual,First Owner,20.0,1399,68.1,160Nm@ 2000rpm,5.0,1
7505,7505,Mahindra KUV 100 D75 K8,2018,700000,30000,Diesel,Individual,Manual,First Owner,25.32,1198,77.0,190Nm@ 1750-2250rpm,6.0,1
7506,7506,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,2014,3250000,33000,Diesel,Individual,Automatic,First Owner,11.3,2987,254.8,619Nm@ 1600-2400rpm,7.0,3
7507,7507,Volkswagen Ameo 1.5 TDI Comfortline,2020,800000,25000,Diesel,Individual,Manual,First Owner,21.66,1498,108.62,250Nm@ 1500-3000rpm,5.0,1
7508,7508,Audi A6 2.0 TDI,2014,2200000,60000,Diesel,Individual,Automatic,First Owner,17.68,1968,174.33,380Nm@ 1750-2500rpm,5.0,3
7509,7509,Hyundai Verna CRDi SX ABS,2007,245000,121000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5.0,1
7510,7510,Hyundai Verna CRDi SX,2010,310000,120000,Diesel,Individual,Manual,Second Owner,16.8,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5.0,1
7511,7511,Hyundai Verna CRDi SX ABS,2007,245000,120000,Diesel,Individual,Manual,Second Owner,18.1,1493,110.0,"24@ 1,900-2,750(kgm@ rpm)",5.0,1
7512,7512,Volkswagen Polo Petrol Comfortline 1.2L,2011,450000,110000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,110Nm@ 3750rpm,5.0,2
7513,7513,Volkswagen Jetta 2.0L TDI Highline AT,2013,850000,84000,Diesel,Individual,Automatic,Second Owner,16.96,1968,138.03,320Nm@ 1750-2500rpm,5.0,1
7514,7514,Honda CR-V 2.4 4WD AT,2004,325000,120000,Petrol,Individual,Automatic,Third Owner,10.1,2354,152.0,215Nm@ 3600rpm,5.0,1
7515,7515,Maruti Swift VDI,2013,409999,100000,Diesel,Individual,Manual,Third Owner,22.9,1248,74.0,190Nm@ 2000rpm,5.0,1
7516,7516,Volvo XC60 Inscription D5 BSIV,2018,5500000,50000,Diesel,Individual,Automatic,First Owner,11.2,1969,235.0,480Nm,5.0,3
7517,7517,Hyundai Creta 1.6 CRDi SX Option,2015,1000000,73500,Diesel,Individual,Manual,First Owner,19.67,1582,126.2,259.9Nm@ 1900-2750rpm,5.0,1
7518,7518,Hyundai Xcent 1.1 CRDi SX,2016,590000,34000,Diesel,Individual,Manual,Second Owner,24.4,1120,71.0,180.4Nm@ 1750-2500rpm,5.0,1
7519,7519,Nissan Kicks XV D BSIV,2019,1200000,23000,Diesel,Individual,Manual,First Owner,20.45,1461,108.5,240Nm@ 1750rpm,5.0,1
7520,7520,Ford Fiesta 1.4 SXi TDCi ABS,2008,175000,163000,Diesel,Individual,Manual,Third Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5.0,1
7521,7521,Chevrolet Optra Magnum 2.0 LT,2011,300000,119000,Diesel,Individual,Manual,Second Owner,16.52,1991,123.7,305Nm@ 2000rpm,5.0,1
7522,7522,Toyota Innova Crysta 2.8 ZX AT BSIV,2017,2175000,50000,Diesel,Individual,Automatic,First Owner,11.36,2755,171.5,360Nm@ 1200-3400rpm,7.0,3
7523,7523,Honda City i-DTEC VX,2019,1110000,10500,Diesel,Individual,Manual,First Owner,25.6,1498,97.9,200Nm@ 1750rpm,5.0,1
7524,7524,Mitsubishi Lancer 2.0 LXd,2000,150000,280000,Diesel,Individual,Manual,Second Owner,14.8,1998,68.0,"12.5@ 3,000(kgm@ rpm)",5.0,1
7525,7525,Volkswagen Vento Diesel Highline,2013,325000,155000,Diesel,Individual,Manual,Second Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5.0,1
7526,7526,Ford Fiesta 1.4 SXi TDCi ABS,2010,325000,163000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5.0,1
7527,7527,Honda City 2017-2020 GXi,2008,280000,75000,Petrol,Individual,Manual,First Owner,17.7,1497,78.0,"12.7@ 2,700(kgm@ rpm)",5.0,2
7528,7528,Maruti Estilo LXI,2008,160000,56000,Petrol,Individual,Manual,Third Owner,18.9,1248,74.0,190Nm@ 2000rpm,5.0,2
7529,7529,Honda City i DTec E,2016,765000,80000,Diesel,Individual,Manual,First Owner,26.0,1498,98.6,200Nm@ 1750rpm,5.0,1
7530,7530,Honda City i DTEC V,2014,640000,120000,Diesel,Individual,Manual,Second Owner,26.0,1498,98.6,200Nm@ 1750rpm,5.0,1
7531,7531,Tata Indica V2 DLE BSIII,2007,65000,120000,Diesel,Individual,Manual,Third Owner,17.88,1396,52.8,85Nm@ 2500rpm,5.0,1
7532,7532,Skoda Octavia Ambiente 1.9 TDI MT,2007,195000,175000,Diesel,Individual,Manual,Second Owner,18.7,1896,66.0,210 / 1900,5.0,1
7533,7533,Maruti Alto 800 LXI,2017,295000,15000,Petrol,Individual,Manual,First Owner,24.7,796,47.3,69Nm@ 3500rpm,5.0,2
7534,7534,Maruti Swift Dzire ZDI,2012,625000,100000,Diesel,Individual,Manual,Second Owner,23.4,1248,74.0,190Nm@ 2000rpm,5.0,1
7535,7535,Maruti Wagon R LX Minor,2009,160000,80000,Petrol,Individual,Manual,Second Owner,18.9,998,67.1,90Nm@ 3500rpm,5.0,2
7536,7536,Maruti Celerio VXI,2015,330000,84000,Petrol,Individual,Manual,Second Owner,23.1,998,67.04,90Nm@ 3500rpm,5.0,2
7537,7537,Ford Figo Petrol LXI,2010,180000,50000,Petrol,Individual,Manual,Second Owner,15.6,1196,70.0,102Nm@ 4000rpm,5.0,2
7538,7538,Fiat Palio 1.2 ELX,2003,70000,50000,Petrol,Individual,Manual,Second Owner,18.9,1248,74.0,190Nm@ 2000rpm,5.0,2
7539,7539,Maruti Omni 8 Seater BSIV,2012,150000,35000,Petrol,Individual,Manual,Second Owner,14.0,796,35.0,6.1kgm@ 3000rpm,5.0,2
7540,7540,Hyundai i10 Era,2011,300000,30000,Petrol,Individual,Manual,First Owner,19.81,1086,68.05,99.04Nm@ 4500rpm,5.0,2
7541,7541,Hyundai i20 1.2 Asta Dual Tone,2018,730000,2388,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,2
7542,7542,Maruti Vitara Brezza LDi,2017,650000,16200,Diesel,Individual,Manual,First Owner,24.3,1248,88.5,200Nm@ 1750rpm,5.0,1
7543,7543,Maruti Alto 800 CNG LXI Optional,2019,330000,10000,CNG,Individual,Manual,Second Owner,33.44,796,40.3,60Nm@ 3500rpm,4.0,2
7544,7544,Maruti Alto K10 VXI Airbag,2019,366000,15000,Petrol,Individual,Manual,First Owner,23.95,998,67.1,90Nm@ 3500rpm,5.0,2
7545,7545,Hyundai Verna VTVT 1.6 SX Option,2019,1149000,5000,Petrol,Individual,Manual,First Owner,17.0,1591,121.3,151Nm@ 4850rpm,5.0,2
7546,7546,Datsun GO D,2016,150000,42000,Petrol,Individual,Manual,First Owner,20.63,1198,67.0,104Nm@ 4000rpm,5.0,2
7547,7547,Hyundai Santro Xing GL Plus,2013,187000,120000,Petrol,Individual,Manual,Second Owner,17.92,1086,62.1,96.1Nm@ 3000rpm,5.0,2
7548,7548,Tata Safari DICOR 2.2 LX 4x2,2011,425000,60000,Diesel,Individual,Manual,Second Owner,13.93,2179,138.03,320Nm@ 1700-2700rpm,7.0,1
7549,7549,Maruti 800 Std,2012,150000,76000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59Nm@ 2500rpm,4.0,2
7550,7550,Ford Aspire Trend Plus,2018,620000,15000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120Nm@ 4250rpm,5.0,2
7551,7551,Skoda Octavia L and K 1.9 TDI (MT),2007,250000,100000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,"21.4@ 1,900(kgm@ rpm)",5.0,1
7552,7552,Hyundai Verna 1.6 SX VTVT AT,2012,475000,83000,Petrol,Individual,Automatic,First Owner,15.74,1591,121.3,154.9Nm@ 4200rpm,5.0,2
7553,7553,Chevrolet Cruze LTZ AT,2016,750000,67600,Diesel,Individual,Automatic,First Owner,14.81,1998,163.7,360Nm@ 2000rpm,5.0,1
7554,7554,Mitsubishi Pajero Sport Anniversary Edition,2015,1250000,160000,Diesel,Individual,Manual,Second Owner,13.5,2477,178.0,400Nm@ 2000-2500rpm,7.0,1
7555,7555,Hyundai EON Era Plus,2014,250000,80000,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0,2
7556,7556,Honda Amaze VX i-DTEC,2013,445000,100000,Diesel,Individual,Manual,First Owner,25.8,1498,98.6,200Nm@ 1750rpm,5.0,1
7557,7557,Volkswagen Jetta 2.0 TDI Comfortline,2010,400000,100000,Diesel,Individual,Manual,First Owner,15.0,1896,105.0,"25.5@ 1,900(kgm@ rpm)",5.0,1
7558,7558,Hyundai i20 1.4 CRDi Era,2010,350000,90000,Diesel,Individual,Manual,Second Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5.0,1
7559,7559,Skoda Rapid Ultima 1.6 TDI Elegance,2012,295000,140000,Diesel,Individual,Manual,First Owner,20.5,1598,103.5,250Nm@ 1500-2500rpm,5.0,1
7560,7560,Maruti Swift Dzire VXI 1.2,2018,600000,25000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0,2
7561,7561,Toyota Innova Crysta 2.4 GX MT 8S BSIV,2018,1650000,20000,Diesel,Individual,Manual,First Owner,13.68,2393,147.8,343Nm@ 1400-2800rpm,8.0,1
7562,7562,Maruti 800 AC,2012,100000,30000,Petrol,Individual,Manual,First Owner,16.1,796,37.0,59Nm@ 2500rpm,4.0,2
7563,7563,Ford Aspire Trend Plus,2018,690000,13000,Petrol,Individual,Manual,First Owner,20.4,1194,94.93,120Nm@ 4250rpm,5.0,2
7564,7564,Hyundai i20 1.2 Asta,2018,710000,42000,Petrol,Individual,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,2
7565,7565,Hyundai EON 1.0 Kappa Magna Plus Optional,2018,350000,10000,Petrol,Individual,Manual,Second Owner,20.3,998,68.05,94.14Nm@ 3500rpm,5.0,2
7566,7566,Maruti Alto K10 2010-2014 VXI,2012,220000,13000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90Nm@ 3500rpm,5.0,2
7567,7567,Renault Triber RXZ BSIV,2019,700000,6500,Petrol,Individual,Manual,First Owner,20.0,999,72.0,96Nm@ 3500rpm,7.0,2
7568,7568,Hyundai EON Magna Plus,2013,198000,49500,Petrol,Individual,Manual,Second Owner,21.1,814,55.2,74.5Nm@ 4000rpm,5.0,2
7569,7569,Hyundai i20 1.4 CRDi Sportz,2011,350000,50000,Diesel,Individual,Manual,First Owner,23.0,1396,90.0,22.4 kgm at 1750-2750rpm,5.0,1
7570,7570,Maruti Baleno Alpha 1.2,2016,650000,35000,Petrol,Individual,Manual,Second Owner,21.4,1197,83.1,115Nm@ 4000rpm,5.0,2
7571,7571,Mahindra Verito 1.5 D4 BSIV,2015,380000,120000,Diesel,Individual,Manual,Second Owner,21.03,1461,65.0,160Nm@ 2000rpm,5.0,1
7572,7572,Tata Zest Revotron 1.2 XT,2014,360000,50000,Petrol,Individual,Manual,Second Owner,17.57,1193,88.7,140Nm@ 1500-4000rpm,5.0,2
7573,7573,Skoda Rapid 1.6 MPI Elegance,2012,385000,116000,Petrol,Individual,Manual,First Owner,15.0,1598,103.5,153Nm@ 3800rpm,5.0,2
7574,7574,Hyundai Verna 1.6 SX CRDi (O),2012,590000,110000,Diesel,Individual,Manual,Second Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5.0,1
7575,7575,Mahindra XUV500 W4,2013,750000,70000,Diesel,Individual,Manual,Second Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7.0,1
7576,7576,Fiat Grande Punto 1.3 Emotion (Diesel),2011,254999,100000,Diesel,Individual,Manual,Third Owner,20.3,1248,75.0,197Nm@ 1750rpm,5.0,1
7577,7577,Hyundai Grand i10 SportZ Edition,2015,499000,20000,Petrol,Individual,Manual,First Owner,18.9,1197,81.86,113.75Nm@ 4000rpm,5.0,2
7578,7578,Maruti Swift Dzire AMT ZDI Plus,2018,730000,60000,Diesel,Individual,Automatic,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0,3
7579,7579,Honda Jazz 1.5 V i DTEC,2016,650000,30000,Diesel,Individual,Manual,Second Owner,27.3,1498,98.6,200Nm@ 1750rpm,5.0,1
7580,7580,Renault Pulse RxL,2012,220000,75000,Diesel,Individual,Manual,First Owner,23.08,1461,63.12,160Nm@ 2000rpm,5.0,1
7581,7581,Maruti Swift 1.3 ZXI,2006,229999,110000,Petrol,Individual,Manual,Third Owner,18.9,1248,74.0,190Nm@ 2000rpm,5.0,2
7582,7582,Maruti Swift 1.3 VXi,2006,215000,90000,Petrol,Individual,Manual,Fourth & Above Owner,18.9,1248,74.0,190Nm@ 2000rpm,5.0,2
7583,7583,Tata Indica V2 DLS TC,2006,100000,110000,Diesel,Individual,Manual,Third Owner,16.8,1405,62.0,"12.5@ 2,500(kgm@ rpm)",5.0,1
7584,7584,Hyundai Accent GLS 1.6,2004,110000,120000,Petrol,Individual,Manual,Fourth & Above Owner,14.4,1599,94.0,12.5kgm@ 3500rpm,5.0,2
7585,7585,Tata Indica Vista Aqua 1.4 TDI,2009,152000,48000,Diesel,Individual,Manual,Second Owner,17.0,1405,71.0,135 Nm at 2500  rpm ,5.0,1
7586,7586,Maruti Ignis Zeta AMT,2020,600000,5000,Petrol,Individual,Automatic,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0,2
7587,7587,Chevrolet Tavera Neo 3 LS 10 Seats BSIII,2016,620000,120000,Diesel,Individual,Manual,First Owner,13.58,2499,72.4,171Nm@ 1800rpm,10.0,1
7588,7588,Toyota Platinum Etios 1.4 GXD,2018,780000,116000,Diesel,Individual,Manual,First Owner,23.59,1364,67.05,170Nm@ 1800-2400rpm,5.0,1
7589,7589,Maruti Swift LXI,2020,445000,1000,Petrol,Individual,Manual,First Owner,21.21,1197,81.8,113Nm@ 4200rpm,5.0,2
7590,7590,Hyundai Xcent 1.2 VTVT S AT,2018,575000,15000,Petrol,Individual,Automatic,First Owner,17.36,1197,81.86,113.75nm@ 4000rpm,5.0,2
7591,7591,Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,975000,5000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0,1
7592,7592,Tata Tiago 2019-2020 XZ Plus Dual Tone,2019,450000,3500,Petrol,Individual,Manual,First Owner,23.84,1199,83.83,114Nm@ 3500rpm,5.0,2
7593,7593,Ford Figo 1.5D Titanium MT,2015,480000,80000,Diesel,Individual,Manual,First Owner,25.83,1498,99.0,215Nm@ 1750-3000rpm,5.0,1
7594,7594,Maruti Omni MPI STD BSIII 8-STR W/ IMMOBILISER,2008,110000,48676,Petrol,Individual,Manual,First Owner,19.7,796,35.0,"6.1@ 3,000(kgm@ rpm)",8.0,2
7595,7595,Hyundai Santro Xing XL eRLX Euro II,2006,105000,60000,Petrol,Individual,Manual,Third Owner,18.9,1248,74.0,190Nm@ 2000rpm,5.0,2
7596,7596,BMW 6 Series GT 630d Luxury Line,2018,5830000,30000,Diesel,Individual,Automatic,First Owner,17.09,2993,261.4,620Nm@ 2000-2500rpm,4.0,3
7597,7597,Hyundai i20 1.2 Magna Executive,2014,415000,72000,Petrol,Dealer,Manual,First Owner,18.6,1197,81.83,114.7Nm@ 4000rpm,5.0,2
7598,7598,Maruti Swift VXI BSIV,2015,475000,51000,Petrol,Dealer,Manual,First Owner,22.0,1197,81.8,113Nm@ 4200rpm,5.0,2
7599,7599,Maruti Ignis Zeta,2017,525000,29000,Petrol,Dealer,Manual,First Owner,20.89,1197,81.8,113Nm@ 4200rpm,5.0,2
7600,7600,Maruti Wagon R VXI 1.2,2015,365000,28000,Petrol,Dealer,Manual,First Owner,20.52,1197,81.8,113Nm@ 4200rpm,5.0,2
7601,7601,Maruti Swift VDI BSIV,2011,375000,97000,Diesel,Dealer,Manual,First Owner,25.2,1248,74.0,190Nm@ 2000rpm,5.0,1
7602,7602,Maruti Swift Dzire VDI,2018,765000,59000,Diesel,Dealer,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0,3
7603,7603,Maruti Swift Dzire VDI,2019,770000,27000,Diesel,Individual,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0,1
7604,7604,Renault KWID RXT,2018,350000,30000,Petrol,Individual,Manual,First Owner,25.17,799,53.3,72Nm@ 4386rpm,5.0,2
7605,7605,Mahindra Scorpio 1.99 S6 Plus,2015,875000,70000,Diesel,Individual,Manual,First Owner,15.4,1997,120.0,280Nm@ 1800-2800rpm,7.0,1
7606,7606,Mahindra XUV500 W6 2WD,2014,780000,69000,Diesel,Dealer,Manual,First Owner,15.1,2179,140.0,330Nm@ 1600-2800rpm,7.0,1
7607,7607,Maruti S-Cross 2017-2020 Zeta DDiS 200 SH,2018,990000,15000,Diesel,Individual,Manual,First Owner,25.1,1248,88.5,200Nm@ 1750rpm,5.0,1
7608,7608,Maruti Swift Dzire VDI,2019,800000,35700,Diesel,Dealer,Manual,First Owner,28.4,1248,74.02,190Nm@ 2000rpm,5.0,3
7609,7609,Hyundai Verna 1.6 SX,2012,350000,120000,Diesel,Individual,Manual,Third Owner,22.32,1582,126.32,259.8Nm@ 1900-2750rpm,5.0,1
7610,7610,Volkswagen Polo Diesel Comfortline 1.2L,2013,325000,120000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,180Nm@ 2000rpm,5.0,1
7611,7611,Volkswagen Polo Diesel Comfortline 1.2L,2013,360000,80000,Diesel,Individual,Manual,First Owner,22.07,1199,73.9,180Nm@ 2000rpm,5.0,1
7612,7612,Maruti Alto K10 2010-2014 VXI,2010,148000,120000,Petrol,Individual,Manual,First Owner,20.92,998,67.1,90Nm@ 3500rpm,5.0,2
7613,7613,Maruti Baleno Delta 1.3,2017,670000,36000,Diesel,Individual,Manual,First Owner,27.39,1248,74.0,190Nm@ 2000rpm,5.0,1
7614,7614,Toyota Etios Liva GD,2014,430999,120000,Diesel,Individual,Manual,First Owner,23.59,1364,67.04,170Nm@ 1800-2400rpm,5.0,1
7615,7615,Maruti Omni E MPI STD BS IV,2017,260000,9000,Petrol,Individual,Manual,First Owner,16.8,796,34.2,59Nm@ 2500rpm,8.0,2
7616,7616,Tata Nano Lx BSIV,2012,70000,50000,Petrol,Individual,Manual,Second Owner,25.4,624,37.48,51Nm@ 4000+/-500rpm,4.0,2
7617,7617,Renault KWID Climber 1.0 MT BSIV,2019,300000,35000,Petrol,Individual,Manual,First Owner,23.01,999,67.0,91Nm@ 4250rpm,5.0,2
7618,7618,Mahindra Xylo E4,2011,150000,130000,Diesel,Individual,Manual,Second Owner,14.0,2498,112.0,260 Nm at 1800-2200 rpm,7.0,1
7619,7619,Ford Figo Diesel Titanium,2010,260000,70000,Diesel,Individual,Manual,First Owner,20.0,1399,68.0,160Nm@ 2000rpm,5.0,1
7620,7620,Maruti Swift Dzire VDi,2012,320000,90000,Diesel,Individual,Manual,Third Owner,19.3,1248,73.9,190Nm@ 2000rpm,5.0,1
7621,7621,Tata Nexon 1.2 Revotron XM,2018,700000,35000,Petrol,Individual,Manual,First Owner,17.0,1198,108.5,170Nm@ 1750-4000rpm,5.0,2
7622,7622,Volkswagen Polo Petrol Highline 1.2L,2012,415000,80000,Petrol,Individual,Manual,First Owner,16.47,1198,73.9,110Nm@ 3750rpm,5.0,2
7623,7623,Maruti Swift Vdi BSIII,2008,260000,120000,Diesel,Individual,Manual,Second Owner,17.8,1248,75.0,190Nm@ 2000rpm,5.0,1
7624,7624,Tata Nano Cx,2011,70000,80000,Petrol,Individual,Manual,First Owner,26.0,624,35.0,48Nm@ 3000rpm,4.0,2
7625,7625,Toyota Etios Liva G,2015,515000,30000,Petrol,Individual,Manual,First Owner,17.71,1197,78.9,104Nm@ 3100rpm,5.0,2
7626,7626,Hyundai Verna 1.6 CRDi SX,2016,803999,60000,Diesel,Individual,Manual,First Owner,23.9,1582,126.2,259.9Nm@ 1900-2750rpm,5.0,1
7627,7627,Skoda Octavia L and K 1.9 TDI (MT),2007,275000,200000,Diesel,Individual,Manual,Second Owner,16.6,1896,122.4,"21.4@ 1,900(kgm@ rpm)",5.0,1
7628,7628,Ford EcoSport 1.5 TDCi Titanium BSIV,2017,934000,101000,Diesel,Individual,Manual,First Owner,22.77,1498,98.59,205Nm@ 1750-3250rpm,5.0,1
7629,7629,Ford Fiesta 1.4 Duratorq ZXI,2007,210000,110000,Diesel,Individual,Manual,First Owner,17.8,1399,68.0,"16.3@ 2,000(kgm@ rpm)",5.0,1
7630,7630,Toyota Innova 2.5 G (Diesel) 8 Seater,2014,1050000,136000,Diesel,Individual,Manual,Third Owner,12.99,2494,100.6,200Nm@ 1400-3400rpm,8.0,1
7631,7631,Chevrolet Tavera B2 8 Seats BSIII,2011,650000,250000,Diesel,Individual,Manual,Second Owner,14.8,2499,80.0,"19@ 1,800(kgm@ rpm)",7.0,1
7632,7632,Chevrolet Cruze LTZ,2012,550000,74000,Diesel,Individual,Manual,Fourth & Above Owner,17.3,1998,163.7,380Nm@ 2000rpm,5.0,1
7633,7633,Chevrolet Tavera Neo LT-L - 9 seats BSII,2010,285000,265000,Diesel,Individual,Manual,Fourth & Above Owner,14.8,2499,80.0,"19@ 1,800(kgm@ rpm)",9.0,1
7634,7634,Honda Jazz 1.2 VX i VTEC,2015,700000,22700,Petrol,Individual,Manual,First Owner,18.7,1199,88.7,110Nm@ 4800rpm,5.0,2
7635,7635,Hyundai Grand i10 Sportz,2016,525000,45000,Petrol,Individual,Manual,First Owner,18.9,1197,82.0,114Nm@ 4000rpm,5.0,2
7636,7636,Maruti Eeco 5 Seater AC BSIV,2011,250000,36000,Petrol,Individual,Manual,Second Owner,15.37,1196,73.0,101Nm@ 3000rpm,5.0,2
7637,7637,Maruti Swift Dzire ZDI,2015,575000,57000,Diesel,Individual,Manual,Second Owner,26.59,1248,74.0,190Nm@ 2000rpm,5.0,1
7638,7638,Tata Tiago 1.05 Revotorq XZ,2018,540000,33000,Diesel,Individual,Manual,First Owner,27.28,1047,69.0,140Nm@ 1800-3000rpm,5.0,1
7639,7639,Maruti Ertiga VXI,2012,560000,59000,Petrol,Individual,Manual,First Owner,16.02,1373,93.7,130Nm@ 4000rpm,7.0,2
7640,7640,Volkswagen Vento Diesel Highline,2012,380000,200000,Diesel,Individual,Manual,First Owner,20.54,1598,103.6,250Nm@ 1500-2500rpm,5.0,1
